Length,Diameter,Height,Age,Shucked_Weight_Ratio
1.15,0.8625,0.2625,8,0.45060241
1.3375,1.075,0.3875,10,0.41873805
1.725,1.2625,0.5,10,0.477029915
1.425,1.1375,0.4375,9,0.471078431
1.4875,1.1875,0.35,10,0.477923338
0.9,0.6875,0.2375,7,0.387096774
1.475,1.0375,0.375,11,0.413969336
1.7,1.35,0.4875,11,0.312201964
1.425,1.075,0.3,15,0.327837965
1.625,1.2625,0.475,11,0.46310832
1.4,1.1,0.3875,9,0.444616177
1.5375,1.1375,0.3625,10,0.452263559
1.8125,1.325,0.475,11,0.479353162
1.4375,1.1125,0.425,9,0.433562071
1.5625,1.1875,0.4375,10,0.415828596
0.7375,0.5375,0.1875,7,0.387596899
1.55,1.2125,0.4125,9,0.462251656
1.0625,0.7875,0.2375,7,0.507482993
1.6,1.2875,0.5125,9,0.432670362
0.9375,0.6875,0.25,6,0.501075269
1.4875,1.1625,0.4375,13,0.360089686
0.8,0.6125,0.2,13,0.400630915
1.1375,0.9,0.275,10,0.469783352
1.65,1.25,0.3875,12,0.471122412
1.7375,1.375,0.3875,10,0.414706677
1.575,1.275,0.4375,10,0.490122997
1.475,1.1375,0.3625,14,0.442684063
1.45,1.15,0.375,19,0.430939227
0.95,0.8125,0.275,10,0.38647343
1.6125,1.275,0.5,12,0.396172249
1.2875,0.875,0.3875,9,0.453658537
1.1625,0.95,0.325,11,0.417400881
1.3625,1.025,0.3125,11,0.428983417
1.2625,0.9625,0.3625,15,0.348339483
1.3125,1.025,0.375,12,0.38700565
1.4875,1.1625,0.375,8,0.492049069
1.8,1.4375,0.5375,12,0.437873907
1.65,1.1875,0.45,6,0.468054034
0.3875,0.2875,0.0625,5,0.375
0.675,0.4875,0.15,5,0.390410959
1.6125,1.25,0.475,14,0.475152292
0.5,0.3625,0.125,4,0.347222222
1.45,1.1125,0.375,8,0.466200466
1.4,1.1,0.35,14,0.45623069
1.3375,0.9625,0.45,8,0.457314259
0.775,0.5875,0.1875,7,0.369636964
1.4,1.075,0.325,8,0.460851648
1.1625,0.95,0.3375,14,0.359240069
1.125,0.85,0.2625,8,0.478905359
1.0125,0.625,0.225,7,0.445217391
1.475,1.1375,0.4,9,0.458715596
1.2625,1,0.3125,8,0.402319358
1.575,1.225,0.4,12,0.373394495
1.3,0.9875,0.3125,9,0.453242836
1.0625,0.825,0.2,7,0.371191136
1.9,1.5125,0.5375,13,0.368614818
1.175,1,0.4,14,0.316666667
1.8125,1.5,0.5,11,0.401266552
0.9,0.675,0.225,6,0.442922374
1.5625,1.1625,0.35,13,0.40376569
1.5625,1.1375,0.425,9,0.457948244
0.975,0.725,0.25,7,0.44112478
1.6,1.25,0.4375,10,0.354017217
1.05,0.8,0.2875,5,0.449468085
1.4125,1.1,0.3125,9,0.448254364
1.5,1.25,0.3875,8,0.468093093
1.0375,0.7875,0.2625,6,0.425757576
0.975,0.7125,0.2375,8,0.405904059
1.775,1.4,0.4375,13,0.328306265
0.8125,0.6,0.175,8,0.371710526
1.5625,1.25,0.35,10,0.496806569
1.4875,1.15,0.35,9,0.463414634
1.8125,1.4,0.4625,11,0.487165179
1.5625,1.2125,0.375,9,0.41954023
1.375,1.05,0.325,8,0.462264151
1.425,1.125,0.425,20,0.37704918
1.275,1,0.375,13,0.384563758
1.4,1.0625,0.3625,9,0.449854651
1.675,1.2875,0.4125,11,0.448231785
1.6375,1.2875,0.3875,11,0.400305577
1.1625,0.9,0.2625,10,0.385245902
1.45,1.1,0.4375,19,0.373252563
1.075,0.7875,0.2875,8,0.490885417
1.375,1.0625,0.375,14,0.466501241
1.45,1.1375,0.3,11,0.424468085
1.525,1.125,0.475,10,0.478482184
1.5375,1.3,0.375,10,0.468180127
1.5625,1.2125,0.4375,10,0.496696035
1.425,1.1125,0.3625,12,0.413234301
1.325,0.9875,0.2875,8,0.426315789
1.7125,1.35,0.4,11,0.499550225
1.45,1.15,0.3,11,0.465525918
1.05,0.7875,0.2875,6,0.533802817
1.7625,1.4125,1.2875,10,0.501131222
0.8125,0.625,0.175,7,0.501432665
1.45,1.225,0.325,9,0.516982797
1.0375,0.775,0.2375,6,0.532352941
1.4125,1.1,0.2875,11,0.439847578
0.275,0.225,0.075,3,0.3125
1.5125,1.1875,0.475,10,0.524211462
1.15,0.8625,0.275,7,0.406125166
1.475,1.125,0.3625,10,0.418786693
1.2,0.925,0.3375,7,0.545526524
1.6875,1.375,0.475,13,0.458091554
1.475,1.1375,0.4125,12,0.327304048
1.4125,1.125,0.4125,11,0.417136415
1.325,1.0125,0.325,9,0.445200302
1.2,0.95,0.3375,12,0.377712032
1.8375,1.425,0.4375,11,0.483776596
1.225,0.95,0.3375,11,0.40166205
1.5875,1.2375,0.4375,10,0.421286928
0.475,0.3625,0.1,4,0.434210526
1.55,1.225,0.4,9,0.466856061
1.2375,0.9375,0.2875,6,0.451561249
1.5,1.125,0.375,12,0.426428159
1.4,1.025,0.4,9,0.416311625
1.325,1.0375,0.4375,17,0.352941176
1.9375,1.575,0.625,12,0.485159201
1.5875,1.275,0.4625,8,0.415902141
1.0125,0.75,0.225,6,0.478336222
1.5375,1.1875,0.3875,10,0.434080717
1.6125,1.2875,0.6,13,0.305546546
1.375,1.0625,0.325,8,0.405873494
0.7,0.55,0.2,5,0.501901141
0.7625,0.5375,0.1625,5,0.409302326
1.7375,1.3375,0.4375,10,0.401542983
0.875,0.6625,0.2,6,0.421875
1.5625,1.2125,0.375,10,0.485153038
1.5625,1.2375,0.4375,9,0.448782373
1.5125,1.25,0.4375,12,0.433970856
1.2375,0.9375,0.3,8,0.522071307
1.55,1.175,0.375,9,0.448433919
1.5375,1.1875,0.4125,12,0.479472141
1.35,1.0375,0.4375,14,0.306406685
0.5625,0.4125,0.1375,4,0.457627119
1.5,1.1875,0.4375,11,0.408330234
0.65,0.475,0.1875,6,0.470899471
1.65,1.3125,0.45,10,0.486376448
1.35,1.1875,0.3875,11,0.424568966
1.25,1.0375,0.4125,13,0.361655773
0.725,0.525,0.15,6,0.468619247
1.325,1.0125,0.3,9,0.429588608
1.0375,0.7875,0.2875,9,0.51732991
1.3,0.9875,0.3625,7,0.550649351
1.425,1.1625,0.45,12,0.261776062
1.5,1.2,0.4125,9,0.451172941
0.9375,0.7,0.2,6,0.514541387
1.2875,0.9625,0.325,10,0.458266453
1.425,1.0125,0.4,19,0.372633856
1.5875,1.2,0.5,16,0.458073966
1.35,0.975,0.3125,8,0.403677058
1.2375,1,0.3375,7,0.445901639
1.7,1.3375,0.4625,12,0.450840075
1.3,1.025,0.425,14,0.429063756
1.075,0.85,0.25,8,0.40969163
0.8875,0.7,0.2375,11,0.389002037
1.7375,1.4,0.55,11,0.461014177
0.7875,0.575,0.175,6,0.381097561
1.125,0.8375,0.2625,9,0.438823529
1.3375,1,0.375,13,0.415786203
1.425,1.075,0.3625,10,0.424969988
1.2,1.0125,0.325,10,0.434509804
1.375,1.025,0.325,9,0.511774842
1.5,1.175,0.4,10,0.471105528
1.525,1.2125,0.4,8,0.523903401
1.0875,0.8,0.2,9,0.446616541
1.3125,1.0375,0.425,13,0.330930931
1.525,1.2375,0.475,15,0.382522671
1.3875,1.05,0.275,8,0.477443609
1.725,1.325,0.475,10,0.424945158
0.725,0.525,0.1875,6,0.410909091
1.8,1.4125,0.45,11,0.492437464
1.125,0.8125,0.3375,9,0.412100457
0.7,0.5125,0.175,6,0.403940887
1.6125,1.2,0.475,12,0.505105762
1.6375,1.3,0.5,9,0.460743134
1.7875,1.3125,0.4625,11,0.426602564
1.4625,1.1125,0.35,10,0.471522453
0.9,0.6875,0.275,10,0.406852248
1.3875,1.1,0.3875,10,0.485728346
1.2625,0.95,0.325,8,0.564213564
1.0375,0.8,0.275,7,0.46854083
1.125,0.9,0.275,12,0.454138702
1.4625,1.125,0.45,8,0.420262664
1.35,1.0375,0.3375,9,0.450634697
1.225,0.95,0.35,13,0.361002349
1.45,1.15,0.375,9,0.483030005
1.5625,1.2625,0.4375,11,0.476086957
1.4375,1.1,0.4,13,0.502340094
1.6125,1.25,0.375,9,0.40336497
0.775,0.5625,0.1875,9,0.351351351
1.625,1.3375,0.4375,10,0.472663823
1.55,1.2125,0.3875,9,0.427375471
1.0125,0.775,0.225,8,0.442307692
1.675,1.3125,0.4875,12,0.44270073
0.675,0.4875,0.175,7,0.438679245
1.1,0.8375,0.2875,7,0.410438909
1.1625,0.925,0.25,7,0.462908012
1.8375,1.425,0.525,10,0.523596511
1.25,1,0.3625,11,0.358506224
1.225,0.975,0.35,13,0.39533239
1.1375,0.8375,0.2625,6,0.542654028
0.725,0.5375,0.15,5,0.475336323
1.2,0.9375,0.2625,12,0.416190476
1.4125,1.1375,0.4375,19,0.337611056
1.2375,0.9875,0.3,8,0.405063291
1.1375,0.825,0.25,8,0.962365591
1.45,1.05,0.4,14,0.374313187
1.125,0.9,0.3125,13,0.407407407
1.525,1.1875,0.375,10,0.428867046
1.6,1.275,0.5,12,0.438691118
1.45,1.1,0.4375,10,0.441044472
1.6875,1.3125,0.4375,16,0.344507846
1.3,0.9875,0.3125,9,0.42118863
1.1,0.85,0.2625,8,0.406593407
0.9375,0.7,0.2,6,0.479744136
1.65,1.25,0.4375,9,0.418832392
1.65,1.3125,0.45,10,0.393437077
0.8875,0.6875,0.225,7,0.386454183
1.3,1.0625,0.3875,17,0.383968972
1.5125,1.225,0.4125,10,0.450046685
1.15,0.9375,0.3,7,0.385450597
1.3875,1.0875,0.3625,9,0.514713474
1.45,1.1625,0.4375,17,0.387439614
1.6375,1.2625,0.4125,10,0.42684711
1.425,1.175,0.35,10,0.442020666
1.5,1.1875,0.45,19,0.36806438
1.2,0.925,0.325,8,0.542768274
1.0375,0.7625,0.325,8,0.4078125
1.625,1.3125,0.45,18,0.367158672
1.05,0.8,0.275,6,0.372168285
1.5875,1.25,0.45,18,0.40320122
1.5375,1.2375,0.5,14,0.44440184
1.5625,1.2375,0.3875,9,0.429481733
1.6375,1.3,0.475,10,0.412512891
1.375,1.0625,0.3625,9,0.372647428
1.775,1.3875,0.4875,12,0.48524506
1.6,1.2125,0.4,9,0.453280318
1.1125,0.8375,0.25,7,0.560776302
1.425,1.125,0.3625,10,0.421578947
1.3375,1.05,0.3625,17,0.429805616
0.6375,0.4875,0.1625,8,0.39375
1.4125,1.0625,0.25,12,0.427571728
1.5375,1.225,0.3875,13,0.419322205
1.0375,0.75,0.25,7,0.460506706
0.8125,0.6,0.1875,6,0.472131148
0.5,0.35,0.1375,5,0.414285714
1.325,1.0125,0.325,9,0.414634146
1.1375,0.8625,0.3125,12,0.384090909
1.4,1.1,0.4,10,0.382301909
1.4375,1.1625,0.4375,9,0.430846224
1.0625,0.8375,0.2375,10,0.374223602
1,0.775,0.25,7,0.834645669
0.9375,0.7125,0.225,6,0.467583497
1.2375,0.9875,0.3125,9,0.438596491
1.6,1.275,0.475,14,0.385306882
1.4125,1.125,0.4375,10,0.429033562
0.9625,0.725,0.2,7,0.490945674
1.575,1.2125,0.45,11,0.416164053
1.475,1.1875,0.4125,9,0.422005571
0.925,0.725,0.2375,6,0.419678715
1.45,1.1875,0.3875,10,0.441991786
1.425,1.125,0.35,8,0.514285714
1.525,1.1875,0.4,10,0.343792022
1.6625,1.3875,0.4875,17,0.403892944
0.975,0.775,0.2125,7,0.526162791
1.3375,1.125,0.3875,10,0.452631579
1.25,0.95,0.3375,12,0.393316195
1.5,1.15,0.3875,11,0.464304325
1.4125,1.1,0.4375,14,0.343490305
1.1875,0.875,0.2875,7,0.476907631
1.3125,1.0125,0.3,9,0.49702184
0.8625,0.6625,0.25,7,0.452138493
0.55,0.4,0.125,4,0.43877551
1.25,0.9625,0.3,8,0.381782946
1.45,1.075,0.425,10,0.441554054
0.775,0.5875,0.15,11,0.345833333
0.9,0.675,0.2125,4,0.446428571
1.125,0.9,0.325,7,0.39958159
0.875,0.675,0.1875,6,0.465116279
1.25,0.975,0.3625,11,0.419354839
1.4,1.0875,0.45,11,0.404949381
1.55,1.225,0.375,9,0.385355649
1.1125,0.875,0.3,8,0.433898305
1.5875,1.2625,0.425,15,0.427561837
1.1125,0.8625,0.3,7,0.418835192
1.6625,1.275,0.4375,10,0.488953278
1,0.75,0.2875,6,0.419811321
1.175,0.9125,0.3375,10,0.458812261
1.4875,1.15,0.375,8,0.452309538
1.3625,1.1,0.3,12,0.405720957
1.25,0.9625,0.3375,7,0.497276265
0.525,0.375,0.1125,4,0.3375
1.3875,1.0875,0.35,8,0.45496998
1.55,1.225,0.4,11,0.425120773
1.5625,1.2375,0.4375,9,0.463716108
1.1625,0.9375,0.3,9,0.47133758
1.55,1.125,0.3375,10,0.387445887
1.075,0.825,0.2375,7,0.36875
0.9625,0.75,0.2375,9,0.36875
0.35,0.2625,0.0875,4,0.344827586
0.9375,0.7375,0.275,7,0.417637271
1.7625,1.3875,0.4875,12,0.405420827
1.425,1.0875,0.35,16,0.400123686
1.1625,0.925,0.2875,9,0.371779141
1.2625,0.975,0.2625,11,0.395881007
1.575,1.2625,0.4125,14,0.359126984
0.9,0.7375,0.2625,8,0.358921162
1.375,1.025,0.375,12,0.359235669
0.9,0.7375,0.25,9,0.313539192
1.2125,0.9375,0.275,8,0.434267241
1.3125,1.0375,0.3625,8,0.417159763
1.5125,1.2,0.4375,9,0.412066752
0.6375,0.475,0.1875,5,0.398843931
1.15,0.85,0.225,8,0.467447917
1.3,1.025,0.3625,9,0.458978328
1.5875,1.225,0.3875,9,0.417030568
1.3875,1.1375,0.45,14,0.308977035
1.1375,0.8375,0.2625,8,0.431565968
1.725,1.375,0.4875,11,0.432751829
1.6,1.2125,0.3625,11,0.487428319
1.1,0.8125,0.275,8,0.519637462
0.675,0.5125,0.125,6,0.357142857
0.9,0.6875,0.1875,7,0.446712018
0.9375,0.7,0.25,12,0.454191033
1.4,1.1125,0.3875,16,0.344018317
0.8,0.6,0.1875,7,0.438040346
1.175,0.9375,0.3,8,0.402464066
1.6375,1.3625,0.4625,11,0.390278567
1.75,1.4375,0.5125,13,0.405841446
0.4,0.3,0.05,4,0.416666667
1.4125,1,0.325,8,0.440860215
1.4375,1.175,0.375,13,0.395532194
1.15,0.9,0.2625,7,0.477467811
1.2625,1.1,0.35,8,0.412688822
1.35,1.0125,0.3875,19,0.331960885
1.15,0.8625,0.3,7,0.476534296
1.6,1.275,0.425,10,0.413415968
1.6125,1.3125,0.5,13,0.414768806
0.7875,0.575,0.175,5,0.401746725
1.375,1.0375,0.4375,15,0.31621881
1.2875,0.925,0.2875,9,0.555736371
1.575,1.2125,0.4125,10,0.5324412
1.15,0.8875,0.275,12,0.518072289
1.45,1.175,0.4125,9,0.518731988
1.4375,1.075,0.3875,9,0.438089252
1.575,1.2375,0.475,10,0.45988846
1.65,1.275,0.4125,14,0.469312977
1.625,1.2875,0.4625,12,0.545652965
1.4375,1.125,0.3625,10,0.457861635
1.55,1.2,0.375,12,0.496445498
1.6125,1.3,0.425,11,0.439431913
1.3125,0.9875,0.325,8,0.442043222
0.4625,0.9375,0.3,6,0.421959096
1.1,0.8625,0.3,14,0.40349076
1.2125,0.925,0.325,10,0.395196507
1.2875,0.9875,0.3375,8,0.468718967
1.5,1.2125,0.4375,13,0.39408284
1.3125,1.0625,0.35,10,0.48139668
1.375,1.1625,0.375,9,0.513888889
1.0875,0.8,0.3,11,0.401585205
1.35,1.1875,0.3875,16,0.43590797
1.7,1.3,0.4375,11,0.487686325
1.175,0.875,0.3125,6,0.44032445
1.0375,0.775,0.225,6,0.442273535
1.1875,0.8875,0.2625,8,0.429487179
1.175,0.875,0.3375,11,0.408289242
1.475,1.1375,0.4375,10,0.404761905
1.4125,1.1375,0.375,18,0.444850701
1.15,0.9125,0.2875,7,0.462818004
1.0125,0.75,0.275,7,0.5375
1.1375,0.925,0.3125,9,0.464203233
1.5625,1.2,0.425,10,0.460998152
1.4375,1.125,0.4125,8,0.515794925
1.1625,0.8875,0.2625,8,0.473409802
1.525,1.075,0.35,8,0.481848185
0.825,0.6125,0.2125,11,0.383040936
1.5375,1.3125,0.3875,20,0.322637363
0.925,0.7,0.2625,9,0.386752137
1.2875,0.95,0.3375,10,0.434618292
1.2,0.9375,0.2875,6,0.47376201
1.325,1.0375,0.375,20,0.304823151
1.6625,1.3,0.4375,12,0.441530055
0.4625,0.325,0.1125,4,0.413793103
1.2375,0.8875,0.3,8,0.43101712
0.8375,0.625,0.2,6,0.404191617
1.6,1.2125,0.4625,11,0.474462839
1.5375,1.3125,0.3875,11,0.411169957
1.675,1.3125,0.5,11,0.356506751
0.8625,0.65,0.225,10,0.374396135
1.0625,0.8375,0.25,9,0.429620563
1.3,1,0.3125,9,0.42971595
1.5875,1.25,0.45,10,0.428969359
1.5875,1.2625,0.425,9,0.405223585
1.75,1.5,0.575,10,0.404643035
1.1875,0.8875,0.3375,8,0.44921466
1.6,1.25,0.425,12,0.442410714
1.0875,0.8125,0.3,7,0.459537572
1.3,1.0125,0.35,17,0.341896024
1.025,0.7875,0.2375,7,0.406417112
1.45,1.1125,0.375,11,0.453018373
1.675,1.35,0.4875,11,0.457072267
1.2125,0.8875,0.325,12,0.421686747
1.3375,1.125,0.3375,13,0.39876161
1.275,0.975,0.2625,13,0.305555556
1.45,1.125,0.375,9,0.427173913
0.8625,0.675,0.275,7,0.384074941
1.6125,1.2875,0.4375,14,0.418554142
1.475,1.1375,0.375,10,0.476434426
0.7,0.3,0.1875,4,0.388888889
1.2625,1.1875,0.4,8,0.456297624
1.4875,1.175,0.4125,9,0.483505662
1.125,0.9125,0.2875,8,0.540356839
1.325,1.025,0.35,8,0.463220676
1.275,1.0125,0.325,8,0.511686144
1.2375,0.9375,0.2875,8,0.475345168
1.3125,1.075,0.3125,12,0.407749077
1.7375,1.3375,0.5,11,0.42068748
1.5375,1.2375,0.4,12,0.463346614
1,0.7875,0.225,6,0.457575758
1.2375,0.9625,0.3375,12,0.297602257
1.625,1.275,0.4375,12,0.429004329
1.525,1.225,0.425,15,0.480254777
1.425,1.1375,0.3875,11,0.430889423
1.125,0.8375,0.35,11,0.390167364
1.325,1.1,0.5125,14,0.383233533
1.4625,1.125,0.375,7,0.497867804
1.3625,0.975,0.3375,7,0.539246969
1.15,0.9,0.3375,14,0.32022932
1.1375,0.8875,0.3,9,0.393770857
0.9875,0.7625,0.2625,8,0.399647887
1.15,0.95,0.325,11,0.469483568
1.525,1.2125,0.4125,11,0.391444342
0.8125,0.6,0.1875,6,0.427631579
1.45,1.15,0.35,10,0.471971067
1.2625,0.9875,0.3125,9,0.456692913
1.5,1.15,0.3875,11,0.428249437
1.3,1.075,0.375,11,0.414835165
1.2375,0.925,0.3,7,0.471380471
1.1875,0.9125,0.3,10,0.472641509
1.7625,1.375,0.525,11,0.455335419
1.375,1.075,0.375,8,0.470238095
0.925,0.725,0.225,10,0.456431535
0.675,0.5,0.2,6,0.385892116
1.225,0.9375,0.2875,8,0.408438061
1.4125,1.1,0.4,12,0.386885246
1.375,1.025,0.3625,13,0.373566687
0.7,0.525,0.2125,4,0.366197183
1.4125,1.0875,0.3625,9,0.470692718
1.7125,1.275,0.4125,10,0.444012945
1.6125,1.3,0.4375,11,0.476161369
0.6875,0.5,0.1625,7,0.484978541
1.6125,1.275,0.475,12,0.433568786
1.325,1.05,0.4625,20,0.397606383
1.4625,1.1625,0.475,17,0.333475662
1.725,1.3875,0.5125,19,0.428571429
1.175,0.9,0.25,8,0.347502657
1.3375,1.05,0.375,14,0.378139851
1.4625,1.15,0.375,10,0.481757877
1.4375,1.15,0.4625,15,0.409963437
1.575,1.25,0.4625,10,0.424743025
1.4625,1.2,0.4625,10,0.417307692
0.875,0.6625,0.2,7,0.45
0.8875,0.6625,0.2125,8,0.343283582
1.475,1.2125,0.3,16,0.428100988
1.6125,1.2375,0.475,12,0.397335932
1.725,1.325,0.525,12,0.464624131
1.4625,1.1625,0.425,12,0.389813414
0.4125,0.2875,0.0375,4,0.379310345
1.35,1.05,0.35,9,0.441156228
1.6125,1.25,0.4375,12,0.438958009
1.5875,1.25,0.425,12,0.425932381
0.875,0.6375,0.1625,10,0.393854749
1.1,0.8625,0.325,6,0.464961068
1.8,1.4,0.45,11,0.435549953
1.65,1.325,0.425,15,0.424667386
0.9125,0.675,0.1875,6,0.428893905
0.6125,0.45,0.1625,4,0.385826772
1.3375,1.025,0.375,11,0.425663171
0.375,0.25,0.0625,2,0.3
0.8875,0.65,0.225,8,0.4
0.9375,0.7125,0.225,8,0.447257384
1.55,1.2125,0.3875,10,0.440419447
0.8375,0.625,0.1875,7,0.38630137
1.3375,1.025,0.325,9,0.441152263
1.3625,1.075,0.35,9,0.5234375
1.175,0.9,0.275,6,0.47734139
1.8625,1.425,0.5375,9,0.514
1.0375,0.7625,0.25,6,0.48
1.2125,0.9125,0.225,8,0.486175115
1.6125,1.225,0.475,18,0.366628396
1.65,1.3125,0.5125,18,0.366264179
1,0.75,0.225,7,0.420959147
1.3375,1.05,0.4,15,0.381944444
1.3375,1.125,0.3375,9,0.390796703
1.1875,0.9375,0.325,10,0.400966184
1.675,1.325,0.5125,12,0.458794149
1.6125,1.225,0.4375,11,0.494318182
1.325,1.0625,0.325,13,0.294979079
0.8125,0.5,0.2,8,0.396984925
1.5375,1.25,0.4125,17,0.41478963
1.5125,1.2125,0.4125,11,0.47661587
0.7375,0.55,0.175,6,0.408730159
1.0875,0.9375,0.275,8,0.409145608
1.2125,0.975,0.25,9,0.39802336
1.3375,1.05,0.4,10,0.466175486
1.45,1.125,0.425,9,0.475528078
1.5875,1.2,0.3625,10,0.563082134
1.5,1.125,0.35,10,0.442054958
1.0625,0.8125,0.2875,7,0.439620081
1.525,1.0625,0.3875,11,0.483547926
1.4,1.075,0.3625,9,0.433741648
1.5875,1.2375,0.3875,10,0.427576091
0.4125,0.3,0.125,3,0.357142857
1.4875,1.15,0.35,9,0.49471831
0.75,0.55,0.2,6,0.438247012
1.3125,1.1,0.375,12,0.437388724
1.65,1.3625,0.4625,16,0.401893939
1.4375,1.125,0.4125,12,0.355398806
1.225,1.05,0.3125,14,0.392446634
1.5625,1.25,0.425,9,0.42284934
0.7375,0.5625,0.225,7,0.366515837
0.325,0.2375,0.0875,4,0.476190476
1.5375,1.1875,0.475,9,0.510289501
1.35,1.0125,0.375,10,0.40474621
0.9625,0.7,0.3125,6,0.418032787
1.2625,1,0.3375,7,0.521438451
1.1625,0.875,0.3125,6,0.477178423
1.2375,0.95,0.3,7,0.455078125
1.0625,0.8125,0.3375,12,0.383507853
1.4375,1.15,0.4125,10,0.502872063
1.6875,1.375,0.4375,13,0.41089402
1.35,0.9875,0.3375,9,0.41266209
1.7125,1.3625,0.45,16,0.423925339
1.2,0.9125,0.325,8,0.4533459
1.5625,1.2875,0.3875,11,0.418994413
1.175,0.9375,0.2625,10,0.355769231
1.3375,1.0375,0.375,8,0.623590633
1.325,1.0125,0.325,9,0.385501355
1.025,0.75,0.25,9,0.411960133
1.525,1.2,0.35,11,0.485647059
1.325,1.0625,0.275,13,0.320703654
1.4,1.05,0.4875,14,0.37414966
1.3,0.95,0.3375,8,0.430042918
1.525,1.225,0.425,11,0.522820037
1.5375,1.175,0.3875,9,0.542896679
1.0875,0.825,0.275,7,0.398684211
1.6875,1.2875,0.3625,10,0.476284585
1.2,0.95,0.3125,15,0.40248566
1.85,1.5125,0.5,13,0.459578736
1.3875,1.075,0.35,9,0.467196819
0.8875,0.675,0.25,7,0.487804878
1.175,0.8875,0.3125,8,0.420841683
1.1875,0.9125,0.3,8,0.516875603
1.325,1.0625,0.325,8,0.428477258
1.725,1.4,0.5375,17,0.395578825
1.45,1.1375,0.3375,10,0.509113765
1.325,1.05,0.325,8,0.449848024
1.6125,1.275,0.3875,11,0.416179337
1.125,0.95,0.4125,23,0.306184936
1.575,1.1875,0.375,8,0.40391791
1.6,1.2625,0.3875,11,0.465495609
0.7375,0.525,0.2,8,0.38
1,0.775,0.275,11,0.439490446
1.5,1.175,0.4,10,0.435770751
1.2,0.975,0.3125,12,0.317161477
0.5375,0.375,0.1375,3,0.365853659
1.575,1.2625,0.375,11,0.480440562
1.6375,1.325,0.475,18,0.345238095
0.825,0.6375,0.2,7,0.436585366
0.7,0.525,0.2,7,0.377880184
1.2875,1,0.35,8,0.487787858
1.275,1,0.35,10,0.375090514
0.9375,0.725,0.25,9,0.425724638
0.85,0.625,0.175,7,0.46741573
1.325,1.0375,0.325,9,0.562680115
1.35,1.05,0.3625,10,0.498555748
0.6125,0.475,0.15,4,0.488372093
1.5,1.1625,0.3875,10,0.494849445
0.825,0.575,0.2125,6,0.466076696
1.6875,1.3625,0.4625,13,0.504172662
1.5625,1.2875,0.375,15,0.421667338
0.8375,0.6375,0.2125,9,0.397759104
1.4875,1.1875,0.3875,10,0.494410569
1.6375,1.3125,0.45,13,0.445078459
1.5375,1.2375,0.4125,10,0.452003339
1.0875,0.8375,0.25,7,0.391502276
1.0625,0.825,0.2875,8,0.40270936
0.9625,0.7625,0.3125,10,0.464968153
1.5375,1.1875,0.4375,11,0.468174204
0.725,0.5625,0.1875,5,0.367857143
1.6875,1.2625,0.4,11,0.483028721
0.825,0.6125,0.1625,6,0.401384083
1.4375,1.0875,0.375,17,0.363975155
1.6,1.2375,0.425,11,0.399510803
1.675,1.3125,0.4875,10,0.403521127
0.9875,0.7375,0.225,5,0.472727273
1.5125,1.225,0.35,10,0.429523321
1.075,0.875,0.225,9,0.396725441
0.825,0.625,0.2625,7,0.381924198
1.5125,1.1875,0.4375,9,0.430297398
1.225,0.925,0.2625,7,0.472934473
0.925,0.6625,0.1875,6,0.420560748
1.6125,1.275,0.3875,10,0.444198406
1.675,1.375,0.475,12,0.390147429
1.1125,0.825,0.3,11,0.345821326
0.9,0.6625,0.225,10,0.443418014
1.55,1.2125,0.5125,14,0.317883511
1.15,0.9,0.35,9,0.360178971
1.4875,1.25,0.45,13,0.418328585
0.9625,0.7625,0.2375,14,0.363095238
1.1875,0.9125,0.35,16,0.327125506
1.275,1.0125,0.3,11,0.375409836
1.325,1.025,0.375,11,0.397875817
1.625,1.3,0.4375,9,0.485973923
1.2,0.9,0.25,8,0.44191344
1.5125,1.225,0.3625,14,0.397692308
1.475,1.1625,0.3875,11,0.461707746
1.475,1.0125,0.375,9,0.382180539
1.675,1.3375,0.4625,21,0.392924233
1.125,0.825,0.2875,8,0.383561644
1.4125,1.1,0.4375,11,0.473955352
1.7375,1.425,0.575,19,0.459681698
1.2875,0.9875,0.35,12,0.409620991
1.3125,0.975,0.3375,16,0.377185679
1.425,1.1125,0.3875,9,0.42733564
1.525,1.1875,0.3875,10,0.46439471
1.5375,1.175,0.4375,11,0.456924316
1.775,1.375,0.425,11,0.460346964
0.8875,0.675,0.25,10,0.384259259
0.95,0.7125,0.25,11,0.4315197
1.25,1.05,0.3375,9,0.446415373
1.4625,1.1875,0.375,10,0.499061033
1.3375,1,0.3625,10,0.434751773
0.4875,0.3625,0.125,4,0.3125
1.125,0.8375,0.2875,7,0.495552732
1.85,1.4875,0.475,11,0.494727781
1.45,1.15,0.4125,16,0.385336049
1.775,1.3875,0.4375,11,0.582009346
1.2875,1.0375,0.35,10,0.449170872
1.4125,1.1,0.3375,9,0.473493976
0.5125,0.375,0.1375,5,0.607142857
1.3625,1.0625,0.35,10,0.374462861
1.4,1.0375,0.3625,8,0.504694836
1.125,0.8375,0.3125,10,0.340974212
1.5375,1.1875,0.3625,9,0.411023622
1.8125,1.4125,0.5375,16,0.368852459
1.575,1.225,0.3875,9,0.502994012
1.675,1.275,0.4375,10,0.426465771
1.0125,0.75,0.2125,7,0.494233937
1.2875,0.9875,0.4125,10,0.251817581
1.1375,0.8375,0.3375,7,0.546906188
1.375,1.0875,0.425,14,0.325226244
